objectid,title,attribution,classification,iiifthumburl
35611,Georgia Engelhard and Margaret Treadwell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a2e55d05-bbf2-4958-ab38-0ea5fef037ba/full/!200,200/0/default.jpg"
35612,Helen Freeman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/79b58c2c-4375-4865-910b-00db379fe598/full/!200,200/0/default.jpg"
35613,Helen Freeman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/559a6c2a-3c88-43ad-bdf0-2ad0a0c50192/full/!200,200/0/default.jpg"
35614,Legs (Elizabeth and Donald Davidson),Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1b096e1e-7bec-4267-9759-9feb0b179eb4/full/!200,200/0/default.jpg"
35615,John Marin,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d3e34edf-4760-4d7d-871f-798cff2ab147/full/!200,200/0/default.jpg"
35616,Herbert J. Seligmann,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7c2837e8-9a92-44e5-8ce8-3594b5b2ddc8/full/!200,200/0/default.jpg"
35617,Mrs. Stieffel,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ec0e991b-ae48-4803-bb71-465b6c560e8d/full/!200,200/0/default.jpg"
35618,Mrs. Stieffel,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/62bcb9f4-b35e-4109-a874-3e40edce2be4/full/!200,200/0/default.jpg"
35619,Mrs. Stieffel,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e9bc262a-69f1-455f-84b9-1dd066ace2de/full/!200,200/0/default.jpg"
35620,Margaret Treadwell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/43219e6e-e6ca-4d11-8756-a5ce21b22dd7/full/!200,200/0/default.jpg"
35621,Margaret Treadwell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0355976c-94e9-45a8-a8fd-fadde74a4896/full/!200,200/0/default.jpg"
35622,Margaret Treadwell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/96971d79-63fb-4ae7-82d0-cc15519e92d2/full/!200,200/0/default.jpg"
35623,Margaret Treadwell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c4111af4-f4c2-4a19-ad65-0bc22e6df713/full/!200,200/0/default.jpg"
35624,Margaret Treadwell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7e10fcb6-32ec-470b-90bb-c0e2ffe7728e/full/!200,200/0/default.jpg"
35625,Yvonne Boursault and Katherine Herzig,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/92777067-455e-41a3-bc90-90282ca7444a/full/!200,200/0/default.jpg"
35626,Hedwig Stieglitz,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0ea80332-3935-4875-a5ed-54173f37e2bc/full/!200,200/0/default.jpg"
35627,The Dancing Trees,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/691f1162-61e0-4926-abb0-a7b0dbee111c/full/!200,200/0/default.jpg"
35628,Barn—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ae56abdd-a084-46dc-bfff-ec78f71a5da8/full/!200,200/0/default.jpg"
35629,Barn—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/03330ca1-0aec-451b-a435-1ded503308ef/full/!200,200/0/default.jpg"
35630,Hedwig Stieglitz,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4f43cb81-2664-4200-8a45-1278fcf1009a/full/!200,200/0/default.jpg"
35631,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/40b896ce-9dd4-446d-b6bb-73cb7c705d26/full/!200,200/0/default.jpg"
35632,Apple Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0ba3e9cb-04fa-4dc3-8635-e8813dd0f850/full/!200,200/0/default.jpg"
35633,Apple Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b2e08970-b105-4391-a49f-e25aeaec150a/full/!200,200/0/default.jpg"
35634,Florence Cane,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6f8602b9-2d1b-4a2f-a9a8-c486e174c09f/full/!200,200/0/default.jpg"
35635,Agnes E. Cooke,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/67c88df0-e3c8-4359-abc6-a42f25d68f75/full/!200,200/0/default.jpg"
35636,Agnes E. Cooke,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d3927564-4063-4639-9cb3-54b5f9bcaaec/full/!200,200/0/default.jpg"
35637,Arthur G. Dove,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0842f0e9-6cbd-456a-8ede-81bf905f576e/full/!200,200/0/default.jpg"
35638,Arthur G. Dove,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/88ea0c0e-f8cf-4e88-bde9-ce1dc95dfb14/full/!200,200/0/default.jpg"
35639,Katharine Dudley,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/255f8516-68ff-412e-8029-cddd864613f9/full/!200,200/0/default.jpg"
35640,Katharine Dudley,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/9bb064f7-a58d-4b61-8139-a4893ccd67da/full/!200,200/0/default.jpg"
35641,Katharine Dudley,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4cb0e8a3-fe27-4ec5-9301-11da323af3d0/full/!200,200/0/default.jpg"
35642,Katharine Dudley,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/93f5d0ba-42d9-4d54-9257-f3274774bbb6/full/!200,200/0/default.jpg"
35643,Katharine Dudley,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1d26a45f-2e2c-4c10-aea2-924af8c415fb/full/!200,200/0/default.jpg"
35644,Katharine Dudley,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e6ae429b-f806-4661-aadd-e3aec0dbfc85/full/!200,200/0/default.jpg"
35645,Katharine Dudley,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d2321966-3966-403a-a755-367e8655ba35/full/!200,200/0/default.jpg"
35646,Katharine Dudley,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/94bdf939-c122-4b69-b61e-88ae5460327a/full/!200,200/0/default.jpg"
35647,Georgia Engelhard,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/03fac403-00bb-41f9-ae6f-1902fb468b40/full/!200,200/0/default.jpg"
35648,Georgia Engelhard,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/38e86a72-6f0b-4422-9d83-ca72f1d80f44/full/!200,200/0/default.jpg"
35649,Georgia Engelhard,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2b6f9284-8509-470e-b9ea-23c206f2aa03/full/!200,200/0/default.jpg"
35650,Georgia Engelhard,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/cf02ce12-ffc3-45cc-9161-249775093f5f/full/!200,200/0/default.jpg"
35651,Waldo Frank,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e86e729f-3a59-450f-9558-db7abbbe4d30/full/!200,200/0/default.jpg"
35652,Waldo Frank,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/956eb185-0e00-4b0c-ace0-c143f50daeb9/full/!200,200/0/default.jpg"
35653,Waldo Frank,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e2201911-e72f-4a46-8ac2-ea16dd42cc22/full/!200,200/0/default.jpg"
58309,Ben Spruance,Arthur L. Flory,Print,"https://api.nga.gov/iiif/11228a71-232d-48f0-9d19-f7d26fc65b22/full/!200,200/0/default.jpg"
35654,Helen Freeman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0953223c-a859-4d95-8902-1a6ce716f31c/full/!200,200/0/default.jpg"
35655,Helen Freeman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b9dd5280-2bc6-4fed-8da8-c7e7bb17adfe/full/!200,200/0/default.jpg"
35656,Helen Freeman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/38e4a310-5a38-405a-9021-210cf57d83f6/full/!200,200/0/default.jpg"
35657,Helen Freeman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c7686525-ca4d-4bd7-96e2-55eab572e5a4/full/!200,200/0/default.jpg"
35658,Frank S. Herrmann,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a6ae5bbb-9669-447a-bfdf-a51c9cdd0555/full/!200,200/0/default.jpg"
35659,John Marin,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/72e826c1-75db-43b3-8bb6-2b7bc12f531a/full/!200,200/0/default.jpg"
35660,John Marin,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6ce81db9-bd3a-4d54-a5cf-1e065f1b4aaa/full/!200,200/0/default.jpg"
35661,John Marin,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/60273acb-5e5d-4fb2-a841-f2c0adb93fbc/full/!200,200/0/default.jpg"
35662,"John Marin, the Water Colorist",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ecc1b9e0-7b5d-40b7-9892-b19d994067fd/full/!200,200/0/default.jpg"
35663,"John Marin, the Water Colorist",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/26d67265-1573-49d1-b0e8-3fdd5ab492ee/full/!200,200/0/default.jpg"
35664,John Marin,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/56562551-1475-4d8f-b65c-264134e8a28a/full/!200,200/0/default.jpg"
35665,Margaret Naumburg,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/774dd2ac-d3fa-4940-ba05-2044faf32502/full/!200,200/0/default.jpg"
35726,Sherwood Anderson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/241c1454-f527-4c19-ad65-76935e01801b/full/!200,200/0/default.jpg"
35666,Margaret Naumburg,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1bc7eca8-6263-4f86-a3ce-e0f940da6b1b/full/!200,200/0/default.jpg"
35667,Claudia O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f6db5a47-7c91-43c1-ac18-cb31a3a6a753/full/!200,200/0/default.jpg"
35668,Claudia O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4f807245-374e-4098-b12f-3496b696c325/full/!200,200/0/default.jpg"
35669,Claudia O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2b2d211d-d0d8-41a4-900a-287ebf341a09/full/!200,200/0/default.jpg"
35670,Claudia O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/79210fe7-9952-4fbb-8d9f-0358d1f60ad3/full/!200,200/0/default.jpg"
35671,Claudia O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/90c1aeed-1e98-4cc1-92db-c97ce71948c6/full/!200,200/0/default.jpg"
35672,Selma Schubart,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/5feb34ee-b95b-43f9-812b-e9e97e7d189c/full/!200,200/0/default.jpg"
35673,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/da8360ad-8dd8-40df-87d3-f6f95f714bd4/full/!200,200/0/default.jpg"
35674,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c86bee09-8add-4d9a-bd13-565ed580c1ed/full/!200,200/0/default.jpg"
35675,Alma Wertheim,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c7c469e1-701a-4019-ba9f-0f2012570e33/full/!200,200/0/default.jpg"
35676,Alma Wertheim,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/9ebb9faf-9c60-4026-9f07-5ce2c9801c65/full/!200,200/0/default.jpg"
35677,Hands—Alma Wertheim,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e7b28e1f-cdf1-4e94-a88a-e2c289db38bb/full/!200,200/0/default.jpg"
35678,Katherine Herzig,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/70636d35-4a25-48a0-8645-08bbca12e571/full/!200,200/0/default.jpg"
35679,Katherine Herzig,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1088ccb8-73f4-4771-8b3b-3c2c929568b1/full/!200,200/0/default.jpg"
35680,After the Rain,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/51236dd1-7dcc-4280-9b22-1570e0b48492/full/!200,200/0/default.jpg"
35681,Apple Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7fd55028-6971-4697-b658-a8cd34ee319e/full/!200,200/0/default.jpg"
35682,Gable and Apples,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b41444db-0519-45d8-a2ad-7a0497dd6b70/full/!200,200/0/default.jpg"
35683,The Barn,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7654c65e-a61d-43c7-b24e-15e6f86da394/full/!200,200/0/default.jpg"
35684,Barn and Carriage,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c6ab2b43-519e-42f6-ac61-976e654249c7/full/!200,200/0/default.jpg"
35685,The Barn,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4298173f-ac57-4844-9e03-5bf8873b1160/full/!200,200/0/default.jpg"
35686,Horse and Carriage,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/efe6a20e-bf84-4099-9624-36364e3dc03e/full/!200,200/0/default.jpg"
35687,Horse and Carriage,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0cbcb8b1-8de7-450a-9e9a-dabeae579291/full/!200,200/0/default.jpg"
35688,Judith,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c4f0d36d-9c04-4a50-8bb9-790414306fa6/full/!200,200/0/default.jpg"
35689,Apple Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/51140571-3e36-4732-8225-347f2592bc43/full/!200,200/0/default.jpg"
35690,The Maple Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4a338a78-dd52-4c9f-af13-ceebce9577a7/full/!200,200/0/default.jpg"
35691,The Maple Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c361dd00-5ac7-4b15-87fc-31ed3558cdb7/full/!200,200/0/default.jpg"
35706,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/83487237-be25-49a5-9b90-20a5ffa5a8bb/full/!200,200/0/default.jpg"
35692,Charles Demuth,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/224443ab-2992-4485-ad18-cc169f171457/full/!200,200/0/default.jpg"
35693,Charles Demuth,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/513dbabb-8118-4fa2-b353-1f6537f912c9/full/!200,200/0/default.jpg"
35694,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/84b64126-2dd9-4e3b-8c3e-99f344b89add/full/!200,200/0/default.jpg"
35695,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a129f497-43ff-4b7a-94de-8110f29e28f0/full/!200,200/0/default.jpg"
35696,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1e8f248f-dcc4-4485-9bf0-586092a83f75/full/!200,200/0/default.jpg"
35697,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6ba542ca-a08d-46b0-84c5-e94f59c66768/full/!200,200/0/default.jpg"
35698,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e1ed322e-dc03-428a-a985-8ecbbd224dd4/full/!200,200/0/default.jpg"
35699,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/792b864f-b19e-4758-b4a6-d86c1cd4e007/full/!200,200/0/default.jpg"
35700,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/952a6f44-1740-48bb-8ba4-61538f3bad12/full/!200,200/0/default.jpg"
35701,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/5e01c2d1-068d-4dda-8530-69e8cb5e6acb/full/!200,200/0/default.jpg"
35702,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f283993a-e8fc-48fa-b154-1310917ba420/full/!200,200/0/default.jpg"
35703,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b04dae6d-d016-4656-987b-ad1c8c240b18/full/!200,200/0/default.jpg"
35704,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/388ec7f3-b00a-4583-b52a-3fc94f0a792c/full/!200,200/0/default.jpg"
35705,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/5a0d5e53-5230-4159-bda4-e85a04d168df/full/!200,200/0/default.jpg"
35707,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c7afbdb2-6a6a-4be4-bea6-79cbc3306ad4/full/!200,200/0/default.jpg"
35708,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/394645dd-9f70-4b6b-88d7-3237ec041905/full/!200,200/0/default.jpg"
35709,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/5fd80d1e-9840-47e3-a664-88125c115c6b/full/!200,200/0/default.jpg"
35710,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f83b7734-fef5-40f9-b663-6b0b3c48f106/full/!200,200/0/default.jpg"
35711,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ebd904fb-7a8e-4fe3-a7f0-ce763d3de623/full/!200,200/0/default.jpg"
35712,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/fd6dcd16-0fce-452c-9e9a-8cfb46579f53/full/!200,200/0/default.jpg"
35713,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/33a1605a-e510-4495-93dd-0c5078977826/full/!200,200/0/default.jpg"
35714,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2cf1887e-dea7-4d6f-9243-ea1e85cc4a18/full/!200,200/0/default.jpg"
35715,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/92553ff8-c890-4747-ba18-630ec45858cc/full/!200,200/0/default.jpg"
35716,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/8d457bfa-ebb7-4ecd-b317-de65e78badd3/full/!200,200/0/default.jpg"
35717,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/bf749ae2-73a2-4c37-b8d6-862658fdba89/full/!200,200/0/default.jpg"
35718,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/bcab780e-346e-4de3-ade0-a77f006f13d6/full/!200,200/0/default.jpg"
35719,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/62eb6afc-f0ea-43d8-8274-84f6daf071aa/full/!200,200/0/default.jpg"
35720,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b41c4b39-4368-4d76-9d36-c84845ab2bb2/full/!200,200/0/default.jpg"
35721,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2ba80f3a-b9cb-49a4-bc51-9dcde7950e96/full/!200,200/0/default.jpg"
35722,Rebecca Salsbury Strand,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0c87c94d-1111-4457-ae96-aaffa611e1cc/full/!200,200/0/default.jpg"
35723,Sherwood Anderson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4854edbe-3ad9-4b36-a093-e1172ea1e12d/full/!200,200/0/default.jpg"
35724,Sherwood Anderson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1a841bf5-96ca-42d8-9b01-73a38bc42756/full/!200,200/0/default.jpg"
35725,Sherwood Anderson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2907acea-4e6a-4839-ba00-f721c774a0c6/full/!200,200/0/default.jpg"
35727,Sherwood Anderson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/966e43fe-58d7-4d5e-a553-60efc1d42d2b/full/!200,200/0/default.jpg"
35728,Sherwood Anderson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c2efc71d-3daf-444f-845d-650710761144/full/!200,200/0/default.jpg"
35729,Arthur B. Carles,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/99389853-f6ea-4f8e-a02c-88d548164bc0/full/!200,200/0/default.jpg"
35730,Arthur B. Carles,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e6c2d174-38ae-4565-a413-2e8317f51f18/full/!200,200/0/default.jpg"
35731,Arthur B. Carles,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b407c75c-040b-499b-a3d9-5e5efbeebda7/full/!200,200/0/default.jpg"
35732,Donald Davidson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6ce5ae65-5116-4306-8b71-9966b8804962/full/!200,200/0/default.jpg"
35733,Donald Davidson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/27242e88-6c0e-4c05-ace5-7e8e11b5e1c8/full/!200,200/0/default.jpg"
35734,Charles Demuth,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1238fc46-6a59-4e88-9593-5a9d0e1eeee8/full/!200,200/0/default.jpg"
35735,Charles Demuth,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/98980efb-3c2b-438b-b03f-a311e5939f3b/full/!200,200/0/default.jpg"
35736,Marcel Duchamp,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/338b8eb3-abe7-4ba3-9f6b-8108bbdeaaf1/full/!200,200/0/default.jpg"
35737,Marcel Duchamp,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/55dd08d0-e5b5-496e-b047-30a8fb49cbca/full/!200,200/0/default.jpg"
35738,Georgia Engelhard,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/3e32bec2-6f5f-4207-9d73-a0cf146a3ab7/full/!200,200/0/default.jpg"
35739,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/92f968c6-5517-4ce1-ad37-1f404ca4a298/full/!200,200/0/default.jpg"
35740,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1ed7417a-b14d-481f-a9e0-4322ad8af4c4/full/!200,200/0/default.jpg"
35741,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6afadf07-b6ae-4f91-bc97-c10db23c8d55/full/!200,200/0/default.jpg"
35742,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/5157d7de-1000-48b1-a16f-80bf16e9736c/full/!200,200/0/default.jpg"
35743,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/657a1e04-089c-4913-8deb-949f27a76053/full/!200,200/0/default.jpg"
35744,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b5de8f57-cf0a-44a5-a227-1b23440d39c1/full/!200,200/0/default.jpg"
35745,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/20036a67-ad5f-4850-b75b-ce739be9dffb/full/!200,200/0/default.jpg"
35746,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/cdacb898-311c-44e7-be2f-4cfd6832eaca/full/!200,200/0/default.jpg"
35747,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/290b935e-8187-4731-8746-6d2ed656f4f3/full/!200,200/0/default.jpg"
35748,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/43922e09-8335-40ea-8243-a6dadd9f8d3e/full/!200,200/0/default.jpg"
35749,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/64664c57-340f-49ec-ba47-9501451c5c0e/full/!200,200/0/default.jpg"
35750,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2183b0f3-2ae9-4be6-8b96-c49cab7b2fb4/full/!200,200/0/default.jpg"
35751,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4ab0452d-fd59-401f-8822-9a26979b8ca4/full/!200,200/0/default.jpg"
35752,Ida O'Keeffe,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/53b4812e-2690-47f2-b505-b5c12d728bb0/full/!200,200/0/default.jpg"
35753,Paul Rosenfeld,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/9cd87516-f734-4872-b67e-2cc3d461fb82/full/!200,200/0/default.jpg"
35754,Peggy Davidson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/69d3b86b-36db-448e-a364-cc4fdf30003e/full/!200,200/0/default.jpg"
35755,Peggy Davidson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/79a452d9-eef9-4e35-8f6d-571df5ee1421/full/!200,200/0/default.jpg"
35756,Katherine,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d5a3bb2f-6a4d-4752-8c36-94e9d0e0d5fe/full/!200,200/0/default.jpg"
35757,Kitty Stieglitz and Edward Stieglitz,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/db971acc-71db-4c25-9b55-da4611178076/full/!200,200/0/default.jpg"
35758,Katherine (Lake George Cook),Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6fc70ce2-fe53-4780-b188-5e3885eebb67/full/!200,200/0/default.jpg"
35759,Katherine,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/67f5ddaf-fc46-4bf2-a0a5-a327d2bbec6c/full/!200,200/0/default.jpg"
35760,Barn & Snow,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/62235306-ec10-48ec-ba90-79609b24b27e/full/!200,200/0/default.jpg"
35761,Barnside,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/dbd1cfd8-ee42-49ad-ad64-4f33c34c01fb/full/!200,200/0/default.jpg"
35762,The Barn,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/5897edbe-d90a-4058-8d88-6fb7be7be81f/full/!200,200/0/default.jpg"
35763,"Barn, Carriage & Snow",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0f8278b5-af3d-43f8-b0ea-fb41985c761a/full/!200,200/0/default.jpg"
35764,The Barn,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/9c187904-8ab5-4f71-9a69-40bc56cca14a/full/!200,200/0/default.jpg"
35765,Barn & Snow,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/86a79554-4867-494b-a4e9-6c2e355fb139/full/!200,200/0/default.jpg"
35766,The Black Barn & White Snow,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/eea44c28-8753-4409-ad2d-80d8d477e439/full/!200,200/0/default.jpg"
35767,Barn & Snow,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/36ff95a0-4b04-48d6-bfb1-d490ed781325/full/!200,200/0/default.jpg"
35768,Barn & Snow,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/34151d54-7ea4-43e0-8742-44be268817d3/full/!200,200/0/default.jpg"
